model,person,predicted_person,count,n_seeds,mean_confidence,mean_abs_yaw
Model_A,person036,person150,1,1,0.13653235,75.0
Model_A,person036,person093,1,1,0.13653085,75.0
Model_A,person021,person102,1,1,0.13621691,45.0
Model_A,person010,person031,1,1,0.13587667,30.0
Model_A,person113,person101,1,1,0.13552769,75.0
Model_A,person032,person092,1,1,0.13501848,60.0
Model_A,person096,person069,1,1,0.13434233,75.0
Model_A,person024,person153,1,1,0.13352232,30.0
Model_A,person059,person112,1,1,0.1334626,30.0
Model_A,person131,person018,1,1,0.13243479,30.0
Model_A,person045,person015,1,1,0.13170837,60.0
Model_A,person013,person003,1,1,0.13107306,75.0
Model_A,person130,person124,1,1,0.13082977,30.0
Model_A,person026,person149,1,1,0.1307534,15.0
Model_A,person145,person149,1,1,0.13026585,75.0
Model_A,person032,person025,1,1,0.12961906,45.0
Model_A,person105,person109,1,1,0.12921269,60.0
Model_A,person137,person060,1,1,0.12905103,15.0
Model_A,person092,person088,1,1,0.12899825,75.0
Model_A,person057,person088,1,1,0.1287437,90.0
Model_A,person103,person068,1,1,0.12869589,60.0
Model_A,person123,person016,1,1,0.12856235,45.0
Model_A,person004,person088,1,1,0.12852067,90.0
Model_A,person041,person068,1,1,0.12799077,60.0
Model_A,person028,person102,1,1,0.12778,45.0
Model_A,person046,person120,1,1,0.12737812,30.0
Model_A,person126,person120,1,1,0.12731543,60.0
Model_A,person037,person114,1,1,0.1270375,30.0
Model_A,person065,person076,1,1,0.12702677,45.0
Model_A,person028,person140,1,1,0.126922,45.0
Model_A,person143,person051,1,1,0.12625812,15.0
Model_A,person108,person084,1,1,0.12618028,15.0
Model_A,person124,person068,1,1,0.12600835,60.0
Model_A,person013,person075,1,1,0.12598445,60.0
Model_A,person038,person076,1,1,0.12580965,30.0
Model_A,person052,person026,1,1,0.12575382,15.0
Model_A,person017,person112,1,1,0.12517826,75.0
Model_A,person118,person053,1,1,0.125096,90.0
Model_A,person143,person021,1,1,0.1244566,75.0
Model_A,person022,person100,1,1,0.12435325,15.0
Model_A,person092,person142,1,1,0.12430334,30.0
Model_A,person142,person093,1,1,0.12403547,90.0
Model_A,person123,person139,1,1,0.1236931,90.0
Model_A,person144,person150,1,1,0.123476036,90.0
Model_A,person070,person139,1,1,0.12263545,60.0
Model_A,person053,person028,1,1,0.12225383,30.0
Model_A,person141,person142,1,1,0.12216038,30.0
Model_A,person121,person144,1,1,0.12212364,60.0
Model_A,person129,person030,1,1,0.12180861,60.0
Model_A,person048,person111,1,1,0.12172105,60.0
Model_A,person008,person079,1,1,0.12137605,75.0
Model_A,person127,person124,1,1,0.12115484,15.0
Model_A,person056,person069,1,1,0.12111223,45.0
Model_A,person136,person151,1,1,0.12063813,30.0
Model_A,person042,person021,1,1,0.12051911,90.0
Model_A,person134,person035,1,1,0.12047751,75.0
Model_A,person039,person113,1,1,0.12002106,15.0
Model_A,person130,person149,1,1,0.12000933,60.0
Model_A,person002,person139,1,1,0.119811654,30.0
Model_A,person084,person112,1,1,0.119610295,60.0
Model_A,person096,person140,1,1,0.1194116,45.0
Model_A,person035,person132,1,1,0.11924991,15.0
Model_A,person134,person080,1,1,0.11877606,90.0
Model_A,person112,person124,1,1,0.118615344,30.0
Model_A,person095,person131,1,1,0.11851054,30.0
Model_A,person101,person149,1,1,0.11831687,60.0
Model_A,person030,person152,1,1,0.11765511,75.0
Model_A,person036,person015,1,1,0.11727503,75.0
Model_A,person087,person119,1,1,0.11722653,90.0
Model_A,person140,person149,1,1,0.11713844,60.0
Model_A,person044,person109,1,1,0.116934136,60.0
Model_A,person127,person097,1,1,0.11689336,15.0
Model_A,person142,person006,1,1,0.11654079,75.0
Model_A,person149,person035,1,1,0.116407156,75.0
Model_A,person009,person002,1,1,0.115895845,75.0
Model_A,person012,person018,1,1,0.11588688,90.0
Model_A,person013,person002,1,1,0.11576935,30.0
Model_A,person091,person112,1,1,0.115753256,75.0
Model_A,person029,person149,1,1,0.115315884,15.0
Model_A,person127,person076,1,1,0.11510705,45.0
Model_A,person043,person079,1,1,0.11483026,90.0
Model_A,person152,person140,1,1,0.114382796,30.0
Model_A,person077,person079,1,1,0.11411171,75.0
Model_A,person007,person014,1,1,0.11402271,15.0
Model_A,person012,person088,1,1,0.11384891,90.0
Model_A,person007,person122,1,1,0.11341013,60.0
Model_A,person140,person102,1,1,0.113072276,45.0
Model_A,person005,person152,1,1,0.11299707,75.0
Model_A,person047,person149,1,1,0.1126964,60.0
Model_A,person141,person095,1,1,0.11261589,15.0
Model_A,person042,person122,1,1,0.11239405,60.0
Model_A,person148,person023,1,1,0.112009756,15.0
Model_A,person116,person149,1,1,0.1116966,15.0
Model_A,person021,person093,1,1,0.11141824,45.0
Model_A,person017,person036,1,1,0.110601604,30.0
Model_A,person150,person076,1,1,0.110586,15.0
Model_A,person075,person131,1,1,0.11050297,90.0
Model_A,person007,person124,1,1,0.110468075,30.0
Model_A,person074,person111,1,1,0.11023786,15.0
Model_A,person016,person064,1,1,0.11023521,60.0
Model_A,person020,person118,1,1,0.110166594,15.0
Model_A,person136,person135,1,1,0.11002826,90.0
Model_A,person025,person070,1,1,0.109959036,45.0
Model_A,person064,person126,1,1,0.109909594,90.0
Model_A,person007,person112,1,1,0.10985718,75.0
Model_A,person048,person036,1,1,0.10983867,90.0
Model_A,person153,person112,1,1,0.10982691,75.0
Model_A,person128,person089,1,1,0.10973653,30.0
Model_A,person077,person035,1,1,0.10968563,75.0
Model_A,person063,person035,1,1,0.10940881,60.0
Model_A,person052,person033,1,1,0.10925377,60.0
Model_A,person095,person003,1,1,0.1091968,75.0
Model_A,person137,person097,1,1,0.10882797,60.0
Model_A,person128,person008,1,1,0.10865518,90.0
Model_A,person095,person022,1,1,0.10863095,75.0
Model_A,person129,person047,1,1,0.1086253,45.0
Model_A,person138,person123,1,1,0.10862054,90.0
Model_A,person121,person082,1,1,0.108138084,90.0
Model_A,person021,person035,1,1,0.1079372,75.0
Model_A,person148,person102,1,1,0.10778962,15.0
Model_A,person040,person067,1,1,0.10757819,90.0
Model_A,person130,person119,1,1,0.10739412,60.0
Model_A,person143,person067,1,1,0.107241884,75.0
Model_A,person025,person129,1,1,0.10720367,15.0
Model_A,person147,person011,1,1,0.107203394,60.0
Model_A,person146,person034,1,1,0.10690023,60.0
Model_A,person056,person012,1,1,0.10677811,15.0
Model_A,person104,person119,1,1,0.10669128,15.0
Model_A,person096,person014,1,1,0.10666083,75.0
Model_A,person107,person037,1,1,0.10648462,45.0
Model_A,person088,person142,1,1,0.10619098,45.0
Model_A,person095,person092,1,1,0.106188394,90.0
Model_A,person020,person002,1,1,0.10607564,45.0
Model_A,person146,person026,1,1,0.10600688,15.0
Model_A,person153,person149,1,1,0.105965845,60.0
Model_A,person048,person087,1,1,0.10585065,30.0
Model_A,person100,person152,1,1,0.10555108,75.0
Model_A,person045,person112,1,1,0.10532315,60.0
Model_A,person077,person093,1,1,0.10524788,90.0
Model_A,person028,person002,1,1,0.10466345,75.0
Model_A,person069,person023,1,1,0.104572505,30.0
Model_A,person090,person079,1,1,0.104524836,90.0
Model_A,person120,person088,1,1,0.10404135,90.0
Model_A,person045,person151,1,1,0.10400753,30.0
Model_A,person019,person132,1,1,0.103919886,15.0
Model_A,person133,person083,1,1,0.103855036,60.0
Model_A,person021,person009,1,1,0.103783146,75.0
Model_A,person049,person093,1,1,0.10362287,75.0
Model_A,person036,person075,1,1,0.10355892,75.0
Model_A,person114,person036,1,1,0.103541166,90.0
Model_A,person057,person124,1,1,0.10335146,45.0
Model_A,person109,person152,1,1,0.10319769,75.0
Model_A,person107,person137,1,1,0.102855645,60.0
Model_A,person099,person149,1,1,0.102757245,60.0
Model_A,person082,person116,1,1,0.10240753,75.0
Model_A,person115,person124,1,1,0.10227473,30.0
Model_A,person117,person139,1,1,0.10224023,75.0
Model_A,person122,person087,1,1,0.10218764,30.0
Model_A,person051,person120,1,1,0.10212454,60.0
Model_A,person004,person044,1,1,0.102117404,15.0
Model_A,person068,person119,1,1,0.10202388,90.0
Model_A,person056,person095,1,1,0.10201659,90.0
Model_A,person150,person014,1,1,0.10201541,30.0
Model_A,person082,person110,1,1,0.102009796,30.0
Model_A,person053,person013,1,1,0.1016322,90.0
Model_A,person023,person152,1,1,0.10157182,75.0
Model_A,person067,person084,1,1,0.10152602,15.0
Model_A,person151,person149,1,1,0.10145237,60.0
Model_A,person031,person068,1,1,0.1014116,45.0
Model_A,person133,person006,1,1,0.10113541,60.0
Model_A,person142,person088,1,1,0.1010846,90.0
Model_A,person125,person087,1,1,0.10098999,30.0
Model_A,person037,person120,1,1,0.10088885,60.0
Model_A,person083,person005,1,1,0.10078928,15.0
Model_A,person032,person022,1,1,0.10073084,75.0
Model_A,person040,person087,1,1,0.10069439,15.0
Model_A,person087,person020,1,1,0.10061189,45.0
Model_A,person056,person044,1,1,0.10022822,30.0
Model_A,person092,person112,1,1,0.100201644,75.0
Model_A,person003,person023,1,1,0.10017056,60.0
Model_A,person134,person034,1,1,0.10013081,60.0
Model_A,person144,person081,1,1,0.10001618,30.0
Model_A,person133,person033,1,1,0.09979469,75.0
Model_A,person005,person116,1,1,0.09979009,90.0
Model_A,person026,person150,1,1,0.099686064,60.0
Model_A,person086,person070,1,1,0.09954468,60.0
Model_A,person032,person009,1,1,0.09949381,75.0
Model_A,person059,person079,1,1,0.09923878,30.0
Model_A,person054,person089,1,1,0.09920367,15.0
Model_A,person034,person144,1,1,0.09918499,15.0
Model_A,person049,person102,1,1,0.09876483,30.0
Model_A,person128,person086,1,1,0.09875317,15.0
Model_A,person152,person112,1,1,0.09861129,15.0
Model_A,person017,person016,1,1,0.098515615,15.0
Model_A,person010,person084,1,1,0.09845385,15.0
Model_A,person067,person144,1,1,0.09842934,15.0
Model_A,person053,person111,1,1,0.09834849,45.0
Model_A,person134,person070,1,1,0.0983431,60.0
Model_A,person026,person111,1,1,0.09828788,75.0
Model_A,person041,person062,1,1,0.09828399,60.0
Model_A,person082,person014,1,1,0.09820353,45.0
Model_A,person020,person037,1,1,0.098201044,30.0
Model_A,person044,person131,1,1,0.09811293,45.0
Model_A,person070,person047,1,1,0.098007806,45.0
Model_A,person098,person149,1,1,0.09795495,60.0
Model_A,person044,person090,1,1,0.09792768,30.0
Model_A,person070,person119,1,1,0.09782113,45.0
Model_A,person116,person023,1,1,0.0974835,60.0
Model_A,person030,person009,1,1,0.097372696,75.0
Model_A,person092,person009,1,1,0.09707691,75.0
Model_A,person046,person015,1,1,0.097051516,75.0
Model_A,person140,person113,1,1,0.09670698,15.0
Model_A,person098,person068,1,1,0.096696384,60.0
Model_A,person054,person112,1,1,0.09665395,90.0
Model_A,person036,person118,1,1,0.0965968,75.0
Model_A,person050,person060,1,1,0.096572116,15.0
Model_A,person087,person082,1,1,0.096436635,60.0
Model_A,person049,person149,1,1,0.096364,90.0
Model_A,person053,person109,1,1,0.09615325,60.0
Model_A,person079,person086,1,1,0.09604112,60.0
Model_A,person147,person140,1,1,0.09588914,15.0
Model_A,person049,person124,1,1,0.095800646,30.0
Model_A,person072,person093,1,1,0.0957884,45.0
Model_A,person124,person151,1,1,0.09559514,45.0
Model_A,person146,person112,1,1,0.09549593,15.0
Model_A,person109,person075,1,1,0.09548718,30.0
Model_A,person119,person109,1,1,0.09548504,60.0
Model_A,person025,person006,1,1,0.095417276,90.0
Model_A,person108,person152,1,1,0.09540475,75.0
Model_A,person056,person032,1,1,0.09522467,15.0
Model_A,person096,person113,1,1,0.09520201,15.0
Model_A,person058,person023,1,1,0.09508483,30.0
Model_A,person109,person056,1,1,0.09479094,30.0
Model_A,person044,person018,1,1,0.09450164,90.0
Model_A,person032,person081,1,1,0.09439674,45.0
Model_A,person090,person122,1,1,0.09425845,60.0
Model_A,person010,person149,1,1,0.094163895,45.0
Model_A,person108,person150,1,1,0.09412327,75.0
Model_A,person033,person124,1,1,0.094001554,30.0
Model_A,person069,person075,1,1,0.09398665,60.0
Model_A,person098,person044,1,1,0.093978025,15.0
Model_A,person110,person149,1,1,0.09384925,60.0
Model_A,person025,person020,1,1,0.09374318,75.0
Model_A,person011,person150,1,1,0.0936549,90.0
Model_A,person062,person123,1,1,0.09358848,90.0
Model_A,person027,person152,1,1,0.09353361,75.0
Model_A,person027,person033,1,1,0.09346767,75.0
Model_A,person055,person035,1,1,0.093426205,75.0
Model_A,person097,person006,1,1,0.09333143,45.0
Model_A,person146,person079,1,1,0.093285844,75.0
Model_A,person082,person068,1,1,0.09325337,30.0
Model_A,person061,person011,1,1,0.09321808,60.0
Model_A,person148,person116,1,1,0.09304291,60.0
Model_A,person020,person011,1,1,0.09294008,15.0
Model_A,person137,person032,1,1,0.09292725,15.0
Model_A,person040,person079,1,1,0.092887454,90.0
Model_A,person065,person102,1,1,0.09287649,45.0
Model_A,person140,person152,1,1,0.09276,75.0
Model_A,person128,person023,1,1,0.09267065,30.0
Model_A,person070,person092,1,1,0.092445426,45.0
Model_A,person045,person100,1,1,0.0923326,45.0
Model_A,person099,person113,1,1,0.09227867,45.0
Model_A,person002,person122,1,1,0.09218056,90.0
Model_A,person030,person084,1,1,0.09214219,15.0
Model_A,person036,person022,1,1,0.09213682,75.0
Model_A,person104,person063,1,1,0.092040874,90.0
Model_A,person019,person031,1,1,0.09196694,15.0
Model_A,person141,person114,1,1,0.091955364,45.0
Model_A,person085,person007,1,1,0.091843665,60.0
Model_A,person059,person122,1,1,0.09168718,90.0
Model_A,person076,person035,1,1,0.09162895,75.0
Model_A,person030,person124,1,1,0.09158192,15.0
Model_A,person104,person149,1,1,0.091473445,60.0
Model_A,person056,person149,1,1,0.0913112,60.0
Model_A,person136,person145,1,1,0.091271326,30.0
Model_A,person087,person092,1,1,0.09095241,60.0
Model_A,person076,person124,1,1,0.09091801,45.0
Model_A,person142,person075,1,1,0.09086995,60.0
Model_A,person111,person149,1,1,0.09073231,60.0
Model_A,person056,person073,1,1,0.09072312,15.0
Model_A,person015,person126,1,1,0.09054654,90.0
Model_A,person106,person031,1,1,0.09054607,90.0
Model_A,person146,person144,1,1,0.09048184,90.0
Model_A,person009,person118,1,1,0.090478204,90.0
Model_A,person057,person151,1,1,0.09045019,30.0
Model_A,person093,person144,1,1,0.090441465,60.0
Model_A,person151,person075,1,1,0.09032613,60.0
Model_A,person053,person131,1,1,0.090287775,30.0
Model_A,person070,person086,1,1,0.090280235,45.0
Model_A,person111,person031,1,1,0.09010507,90.0
Model_A,person035,person064,1,1,0.090060644,45.0
Model_A,person023,person045,1,1,0.08999784,15.0
Model_A,person012,person047,1,1,0.08998723,75.0
Model_A,person096,person062,1,1,0.08990384,15.0
Model_A,person077,person082,1,1,0.08988428,75.0
Model_A,person011,person035,1,1,0.08986072,15.0
Model_A,person145,person065,1,1,0.089650586,15.0
Model_A,person065,person008,1,1,0.089617915,60.0
Model_A,person024,person127,1,1,0.089509144,60.0
Model_A,person059,person100,1,1,0.08937577,60.0
Model_A,person052,person133,1,1,0.08935728,15.0
Model_A,person123,person064,1,1,0.08932176,45.0
Model_A,person028,person114,1,1,0.08930823,45.0
Model_A,person113,person036,1,1,0.089301825,60.0
Model_A,person035,person018,1,1,0.089275524,90.0
Model_A,person098,person150,1,1,0.08920756,90.0
Model_A,person140,person122,1,1,0.08907998,90.0
Model_A,person115,person109,1,1,0.08890578,60.0
Model_A,person095,person120,1,1,0.08878205,90.0
Model_A,person085,person150,1,1,0.08864279,15.0
Model_A,person010,person087,1,1,0.088620394,90.0
Model_A,person045,person113,1,1,0.08861161,15.0
Model_A,person026,person082,1,1,0.0886059,75.0
Model_A,person081,person152,1,1,0.08857613,75.0
Model_A,person042,person002,1,1,0.08838981,75.0
Model_A,person122,person120,1,1,0.08831488,15.0
Model_A,person140,person073,1,1,0.088302575,15.0
Model_A,person035,person079,1,1,0.08807954,75.0
Model_A,person013,person118,1,1,0.08789966,15.0
Model_A,person145,person075,1,1,0.08784286,60.0
Model_A,person018,person109,1,1,0.08779167,90.0
Model_A,person136,person037,1,1,0.08776144,30.0
Model_A,person026,person015,1,1,0.087554276,75.0
Model_A,person055,person021,1,1,0.08748519,90.0
Model_A,person068,person008,1,1,0.08747241,90.0
Model_A,person036,person009,1,1,0.08744269,75.0
Model_A,person100,person047,1,1,0.08732911,15.0
Model_A,person021,person084,1,1,0.08721502,15.0
Model_A,person109,person020,1,1,0.0871559,60.0
Model_A,person141,person088,1,1,0.08701693,75.0
Model_A,person087,person140,1,1,0.087009124,30.0
Model_A,person147,person131,1,1,0.08699942,15.0
Model_A,person117,person003,1,1,0.08690216,45.0
Model_A,person100,person009,1,1,0.086887814,15.0
Model_A,person053,person088,1,1,0.0868189,90.0
Model_A,person137,person127,1,1,0.08679175,75.0
Model_A,person025,person090,1,1,0.086705826,15.0
Model_A,person151,person116,1,1,0.08658961,90.0
Model_A,person097,person070,1,1,0.086535946,30.0
Model_A,person109,person077,1,1,0.0864647,30.0
Model_A,person142,person033,1,1,0.08645877,90.0
Model_A,person007,person120,1,1,0.08641164,60.0
Model_A,person073,person149,1,1,0.086276636,75.0
Model_A,person065,person047,1,1,0.08627511,15.0
Model_A,person101,person068,1,1,0.086080804,15.0
Model_A,person085,person096,1,1,0.086061396,75.0
Model_A,person094,person064,1,1,0.085941374,90.0
Model_A,person083,person113,1,1,0.08583827,15.0
Model_A,person038,person110,1,1,0.08551211,15.0
Model_A,person072,person083,1,1,0.085503936,60.0
Model_A,person004,person097,1,1,0.085420154,15.0
Model_A,person092,person047,1,1,0.08540671,15.0
Model_A,person118,person096,1,1,0.085301526,90.0
Model_A,person125,person149,1,1,0.08529316,60.0
Model_A,person110,person011,1,1,0.085246734,90.0
Model_A,person090,person150,1,1,0.08518777,90.0
Model_A,person021,person100,1,1,0.08518474,15.0
Model_A,person057,person131,1,1,0.08511659,15.0
Model_A,person086,person020,1,1,0.08506309,30.0
Model_A,person058,person100,1,1,0.08506298,60.0
Model_A,person018,person082,1,1,0.085049905,60.0
Model_A,person051,person031,1,1,0.0849248,15.0
Model_A,person013,person095,1,1,0.08486265,90.0
Model_A,person145,person121,1,1,0.08465577,60.0
Model_A,person136,person152,1,1,0.08463552,60.0
Model_A,person107,person041,1,1,0.08456064,15.0
Model_A,person067,person082,1,1,0.08450187,75.0
Model_A,person016,person047,1,1,0.084329195,75.0
Model_A,person084,person034,1,1,0.08427401,15.0
Model_A,person021,person123,1,1,0.08426979,90.0
Model_A,person023,person109,1,1,0.08423472,90.0
Model_A,person032,person095,1,1,0.084216006,60.0
Model_A,person032,person002,1,1,0.08418928,75.0
Model_A,person136,person041,1,1,0.08416475,15.0
Model_A,person062,person127,1,1,0.084142536,60.0
Model_A,person054,person063,1,1,0.0840859,90.0
Model_A,person024,person096,1,1,0.08405196,90.0
Model_A,person124,person135,1,1,0.08401482,75.0
Model_A,person025,person109,1,1,0.08392091,60.0
Model_A,person010,person052,1,1,0.083904855,60.0
Model_A,person048,person042,1,1,0.08373949,15.0
Model_A,person053,person020,1,1,0.08364518,90.0
Model_A,person115,person030,1,1,0.083634146,60.0
Model_A,person011,person065,1,1,0.08363144,15.0
Model_A,person031,person021,1,1,0.08358708,90.0
Model_A,person012,person023,1,1,0.083575755,45.0
Model_A,person051,person086,1,1,0.083457716,75.0
Model_A,person004,person127,1,1,0.083377935,15.0
Model_A,person077,person112,1,1,0.08331484,90.0
Model_A,person102,person137,1,1,0.08327222,60.0
Model_A,person026,person109,1,1,0.08317541,90.0
Model_A,person058,person101,1,1,0.083113216,90.0
Model_A,person122,person096,1,1,0.083107375,90.0
Model_A,person054,person068,1,1,0.08305608,60.0
Model_A,person049,person127,1,1,0.08303196,60.0
Model_A,person082,person114,1,1,0.08293848,30.0
Model_A,person140,person037,1,1,0.08290978,45.0
Model_A,person107,person150,1,1,0.0829088,90.0
Model_A,person029,person011,1,1,0.0829044,75.0
Model_A,person032,person136,1,1,0.08286618,60.0
Model_A,person118,person120,1,1,0.08278246,60.0
Model_A,person041,person021,1,1,0.08272715,75.0
Model_A,person125,person120,1,1,0.08271392,15.0
Model_A,person039,person101,1,1,0.082690835,15.0
Model_A,person116,person045,1,1,0.082674064,15.0
Model_A,person027,person144,1,1,0.08264693,60.0
Model_A,person146,person150,1,1,0.08263491,90.0
Model_A,person089,person003,1,1,0.08260686,60.0
Model_A,person042,person013,1,1,0.08260571,90.0
Model_A,person086,person035,1,1,0.082534656,75.0
Model_A,person076,person086,1,1,0.08242137,60.0
Model_A,person092,person118,1,1,0.082409486,15.0
Model_A,person145,person018,1,1,0.082398705,15.0
Model_A,person050,person100,1,1,0.08238346,75.0
Model_A,person148,person124,1,1,0.08235866,15.0
Model_A,person078,person070,1,1,0.08232983,30.0
Model_A,person131,person035,1,1,0.08231859,60.0
Model_A,person052,person007,1,1,0.08230557,60.0
Model_A,person032,person020,1,1,0.08221348,90.0
Model_A,person113,person124,1,1,0.082105264,15.0
Model_A,person121,person120,1,1,0.082029134,15.0
Model_A,person045,person075,1,1,0.08191956,90.0
Model_A,person089,person134,1,1,0.08180827,60.0
Model_A,person083,person152,1,1,0.081721164,75.0
Model_A,person029,person023,1,1,0.081607826,15.0
Model_A,person058,person008,1,1,0.081607305,90.0
Model_A,person088,person035,1,1,0.08147808,75.0
Model_A,person068,person055,1,1,0.081312895,90.0
Model_A,person041,person025,1,1,0.08125814,60.0
Model_A,person062,person035,1,1,0.08121883,75.0
Model_A,person142,person114,1,1,0.08111016,60.0
Model_A,person059,person090,1,1,0.08111,30.0
Model_A,person130,person023,1,1,0.0809702,30.0
Model_A,person056,person006,1,1,0.08079627,75.0
Model_A,person004,person073,1,1,0.080467366,90.0
Model_A,person149,person090,1,1,0.08016456,60.0
Model_A,person096,person025,1,1,0.08006705,90.0
Model_A,person027,person102,1,1,0.079980165,45.0
Model_A,person019,person083,1,1,0.07984875,30.0
Model_A,person112,person139,1,1,0.079845734,75.0
Model_A,person125,person068,1,1,0.07982232,60.0
Model_A,person025,person093,1,1,0.079800226,45.0
Model_A,person008,person107,1,1,0.07966097,90.0
Model_A,person124,person113,1,1,0.07963962,90.0
Model_A,person006,person088,1,1,0.07959674,90.0
Model_A,person092,person021,1,1,0.07945956,75.0
Model_A,person052,person109,1,1,0.0792557,60.0
Model_A,person143,person097,1,1,0.07916729,15.0
Model_A,person132,person046,1,1,0.07912073,90.0
Model_A,person090,person035,1,1,0.07911516,75.0
Model_A,person141,person101,1,1,0.0790515,60.0
Model_A,person095,person139,1,1,0.07900281,75.0
Model_A,person136,person131,1,1,0.07888925,15.0
Model_A,person134,person030,1,1,0.07882967,45.0
Model_A,person037,person006,1,1,0.078791544,60.0
Model_A,person122,person053,1,1,0.078767814,90.0
Model_A,person139,person120,1,1,0.078732714,60.0
Model_A,person009,person151,1,1,0.07871346,45.0
Model_A,person022,person057,1,1,0.07866286,75.0
Model_A,person089,person076,1,1,0.07859342,15.0
Model_A,person131,person006,1,1,0.07855766,60.0
Model_A,person042,person046,1,1,0.078535035,60.0
Model_A,person114,person062,1,1,0.07852327,75.0
Model_A,person147,person020,1,1,0.07835777,45.0
Model_A,person037,person093,1,1,0.07833819,75.0
Model_A,person076,person014,1,1,0.07831921,45.0
Model_A,person130,person092,1,1,0.07824112,15.0
Model_A,person084,person037,1,1,0.07820686,45.0
Model_A,person018,person114,1,1,0.078184605,90.0
Model_A,person020,person055,1,1,0.078172095,90.0
Model_A,person026,person042,1,1,0.078140646,60.0
Model_A,person012,person123,1,1,0.078121,15.0
Model_A,person133,person122,1,1,0.07794316,60.0
Model_A,person136,person116,1,1,0.07792487,15.0
Model_A,person041,person014,1,1,0.07792192,45.0
Model_A,person039,person060,1,1,0.077895984,15.0
Model_A,person107,person020,1,1,0.07785103,75.0
Model_A,person124,person061,1,1,0.07782184,60.0
Model_A,person105,person139,1,1,0.07762465,30.0
Model_A,person073,person122,1,1,0.077606924,75.0
Model_A,person128,person120,1,1,0.07760327,60.0
Model_A,person066,person023,1,1,0.0775698,75.0
Model_A,person010,person035,1,1,0.07754987,75.0
Model_A,person039,person014,1,1,0.077506974,60.0
Model_A,person078,person009,1,1,0.07736811,45.0
Model_A,person042,person062,1,1,0.07728146,90.0
Model_A,person073,person116,1,1,0.07727181,60.0
Model_A,person025,person082,1,1,0.07707686,90.0
Model_A,person051,person139,1,1,0.07705342,30.0
Model_A,person072,person105,1,1,0.076937445,30.0
Model_A,person115,person018,1,1,0.076917164,90.0
Model_A,person136,person026,1,1,0.076906644,15.0
Model_A,person006,person102,1,1,0.076904595,75.0
Model_A,person036,person011,1,1,0.07687246,60.0
Model_A,person086,person076,1,1,0.076697566,60.0
Model_A,person132,person037,1,1,0.07666018,45.0
Model_A,person134,person036,1,1,0.07661323,60.0
Model_A,person139,person046,1,1,0.076524585,60.0
Model_A,person095,person088,1,1,0.07649701,75.0
Model_A,person029,person020,1,1,0.07648616,30.0
Model_A,person010,person110,1,1,0.076475546,15.0
Model_A,person115,person020,1,1,0.0764049,45.0
Model_A,person028,person076,1,1,0.076385096,15.0
Model_A,person110,person036,1,1,0.07635511,90.0
Model_A,person022,person073,1,1,0.07628895,15.0
Model_A,person106,person141,1,1,0.076220386,60.0
Model_A,person113,person151,1,1,0.07621429,30.0
Model_A,person113,person021,1,1,0.07618189,90.0
Model_A,person096,person020,1,1,0.07616395,75.0
Model_A,person051,person081,1,1,0.076129824,15.0
Model_A,person054,person069,1,1,0.07604796,60.0
Model_A,person109,person024,1,1,0.07601589,90.0
Model_A,person151,person117,1,1,0.075927116,30.0
Model_A,person112,person082,1,1,0.07591591,90.0
Model_A,person124,person067,1,1,0.075900555,90.0
Model_A,person145,person006,1,1,0.07587127,75.0
Model_A,person119,person112,1,1,0.07583221,60.0
Model_A,person145,person011,1,1,0.07572375,90.0
Model_A,person074,person057,1,1,0.07568825,60.0
Model_A,person067,person093,1,1,0.075562984,60.0
Model_A,person089,person060,1,1,0.075492516,45.0
Model_A,person113,person122,1,1,0.07542341,60.0
Model_A,person039,person151,1,1,0.0753319,30.0
Model_A,person055,person031,1,1,0.07529051,15.0
Model_A,person095,person153,1,1,0.07527004,45.0
Model_A,person150,person115,1,1,0.075270034,15.0
Model_A,person003,person021,1,1,0.075118445,75.0
Model_A,person049,person009,1,1,0.07501832,15.0
Model_A,person061,person035,1,1,0.07497042,75.0
Model_A,person102,person003,1,1,0.07496646,75.0
Model_A,person091,person120,1,1,0.07494511,60.0
Model_A,person079,person112,1,1,0.07490335,90.0
Model_A,person118,person151,1,1,0.0748633,45.0
Model_A,person081,person025,1,1,0.074859016,75.0
Model_A,person012,person044,1,1,0.07482445,45.0
Model_A,person028,person018,1,1,0.07482132,60.0
Model_A,person091,person011,1,1,0.07471798,30.0
Model_A,person132,person025,1,1,0.0747142,60.0
Model_A,person018,person020,1,1,0.074631914,30.0
Model_A,person121,person006,1,1,0.07453896,60.0
Model_A,person078,person002,1,1,0.074520454,75.0
Model_A,person076,person004,1,1,0.07446768,90.0
Model_A,person064,person034,1,1,0.07441276,75.0
Model_A,person019,person014,1,1,0.07434741,45.0
Model_A,person125,person035,1,1,0.07431717,30.0
Model_A,person051,person116,1,1,0.07429384,75.0
Model_A,person012,person078,1,1,0.07429176,15.0
Model_A,person021,person059,1,1,0.07420068,90.0
Model_A,person092,person098,1,1,0.07410893,15.0
Model_A,person087,person003,1,1,0.0740719,90.0
Model_A,person078,person106,1,1,0.073970795,30.0
Model_A,person118,person108,1,1,0.07395031,15.0
Model_A,person146,person090,1,1,0.07394271,90.0
Model_A,person021,person015,1,1,0.073924676,60.0
Model_A,person019,person047,1,1,0.07375629,30.0
Model_A,person061,person131,1,1,0.073751576,90.0
Model_A,person104,person045,1,1,0.07373761,30.0
Model_A,person100,person096,1,1,0.07369937,90.0
